SiteVisitID,MacroSessID,Date,SampleCode,SampleLocation,CollectionTime,DataEntryDateTime,UniqueName,Group,MacroTypeID,Name,TValue,FDesign,Count,SampleArea
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Eph,Ephemeroptera,23,Heptageniidae,4,SC,191,1
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Eph,Ephemeroptera,26,Leptophlebiidae,2,SC,9,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Eph,Ephemeroptera,26,Leptophlebiidae,2,SC,11,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,30,Capniidae,1,SH,1,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Ple,Plecoptera,30,Capniidae,1,SH,1,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,31,Chloroperlidae,1,P,2,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Ple,Plecoptera,31,Chloroperlidae,1,P,2,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,32,Leuctridae,0,SH,1,1
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,33,Nemouridae,2,SH,29,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Ple,Plecoptera,33,Nemouridae,2,SH,33,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,34,Peltoperlidae,1,SH,3,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Ple,Plecoptera,34,Peltoperlidae,1,SH,2,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,35,Perlidae,1,P,12,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Ple,Plecoptera,35,Perlidae,1,P,17,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,36,Perlodidae,2,P,6,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Ple,Plecoptera,36,Perlodidae,2,P,14,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Ple,Plecoptera,38,Taeniopterygidae,2,SH,9,1
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Tri,Trichoptera,42,Brachycentridae,3,CG,4,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Tri,Trichoptera,42,Brachycentridae,3,CG,2,
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Tri,Trichoptera,44,Glossosomatidae,0,SC,6,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Tri,Trichoptera,47,Hydropsychidae,4,FC,12,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Tri,Trichoptera,47,Hydropsychidae,4,FC,4,
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Tri,Trichoptera,49,Lepidostomatidae,1,SH,1,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Tri,Trichoptera,57,Rhyacophilidae,0,P,4,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Tri,Trichoptera,57,Rhyacophilidae,0,P,7,
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Dip,Diptera,72,Chironomidae,6,CG,29,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Dip,Diptera,72,Chironomidae,6,CG,12,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Dip,Diptera,74,Dixidae,2,CG,1,
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Dip,Diptera,75,Empididae,6,P,2,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Dip,Diptera,75,Empididae,6,P,3,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Dip,Diptera,78,Simuliidae,6,FC,8,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Dip,Diptera,78,Simuliidae,6,FC,38,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Meg,Megaloptera,88,Corydalidae,0,P,4,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Meg,Megaloptera,88,Corydalidae,0,P,1,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Meg,Megaloptera,89,Sialidae,4,P,1,
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Odo,Odonata,98,Gomphidae,4,P,1,1
2119,284,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/30/10,Col,Coleoptera,106,"Elmidae (A,L)",4,CG,2,1
2102,283,12/4/09,,Dean Ephemeral Upstream,12/31/99,7/23/10,Col,Coleoptera,106,"Elmidae (A,L)",4,CG,4,
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Ord,Order,1,Acari,5,P,1,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ord,Order,1,Acari,5,P,2,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Ord,Order,2,Amphipoda,4,CG,4,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ord,Order,2,Amphipoda,4,CG,17,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Ord,Order,6,Gastropoda,7,SC,18,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ord,Order,6,Gastropoda,7,SC,18,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ord,Order,11,Nemertea,6,P,3,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Ord,Order,13,Oligochaeta,8,CG,8,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ord,Order,13,Oligochaeta,8,CG,56,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Ord,Order,14,Ostracoda,8,CG,9,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ord,Order,14,Ostracoda,8,CG,31,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ord,Order,12,Pelecypoda,8,FC,34,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Eph,Ephemeroptera,19,Baetidae,4,CG,45,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Eph,Ephemeroptera,19,Baetidae,4,CG,44,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,3,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Eph,Ephemeroptera,25,Leptohyphidae,4,CG,2,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Eph,Ephemeroptera,25,Leptohyphidae,4,CG,5,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Eph,Ephemeroptera,26,Leptophlebiidae,2,SC,6,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Ple,Plecoptera,35,Perlidae,1,P,1,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Ple,Plecoptera,35,Perlidae,1,P,2,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Tri,Trichoptera,47,Hydropsychidae,4,FC,7,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Tri,Trichoptera,47,Hydropsychidae,4,FC,90,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Tri,Trichoptera,48,Hydroptilidae,4,,11,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Tri,Trichoptera,48,Hydroptilidae,4,,1,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Tri,Trichoptera,49,Lepidostomatidae,1,SH,11,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Tri,Trichoptera,49,Lepidostomatidae,1,SH,3,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Tri,Trichoptera,50,Leptoceridae,4,CG,1,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Tri,Trichoptera,50,Leptoceridae,4,CG,11,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Tri,Trichoptera,52,Odontoceridae,0,SH,4,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Tri,Trichoptera,53,Philopotamidae,3,FC,0,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Tri,Trichoptera,53,Philopotamidae,3,FC,2,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Dip,Diptera,71,Ceratopogonidae,6,P,1,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Dip,Diptera,71,Ceratopogonidae,6,P,1,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Dip,Diptera,72,Chironomidae,6,CG,84,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Dip,Diptera,72,Chironomidae,6,CG,101,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Dip,Diptera,75,Empididae,6,P,1,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Dip,Diptera,75,Empididae,6,P,7,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Dip,Diptera,78,Simuliidae,6,FC,222,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Dip,Diptera,78,Simuliidae,6,FC,29,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Dip,Diptera,81,Tipulidae,3,SH,1,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Meg,Megaloptera,89,Sialidae,4,P,1,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Odo,Odonata,95,Coenagrionidae,9,P,8,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Odo,Odonata,98,Gomphidae,4,P,20,11
3643,393,6/23/14,14692,Dry Creek Reference Site,,2/22/17,Col,Coleoptera,106,"Elmidae (A,L)",4,CG,20,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Col,Coleoptera,106,"Elmidae (A,L)",4,CG,27,11
3824,438,10/16/14,141330,Dry Creek Reference Site,,11/2/17,Col,Coleoptera,112,Psephenidae (L),4,SC,1,11
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ord,Order,1,Acari,5,P,4,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ord,Order,6,Gastropoda,7,SC,5,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ord,Order,13,Oligochaeta,8,CG,2,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ord,Order,15,Turbellaria,4,P,3,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Eph,Ephemeroptera,18,Ameletidae,0,CG,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Eph,Ephemeroptera,19,Baetidae,4,CG,90,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,36,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Eph,Ephemeroptera,23,Heptageniidae,4,SC,52,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Eph,Ephemeroptera,26,Leptophlebiidae,2,SC,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ple,Plecoptera,31,Chloroperlidae,1,P,7,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ple,Plecoptera,32,Leuctridae,0,SH,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ple,Plecoptera,33,Nemouridae,2,SH,20,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ple,Plecoptera,34,Peltoperlidae,1,SH,2,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ple,Plecoptera,35,Perlidae,1,P,14,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Ple,Plecoptera,37,Pteronarcyidae,0,SH,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,41,Arctopsychinae,1,P,2,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,42,Brachycentridae,3,CG,3,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,44,Glossosomatidae,0,SC,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,47,Hydropsychidae,4,FC,5,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,49,Lepidostomatidae,1,SH,4,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,51,Limnephilidae,4,SH,12,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,53,Philopotamidae,3,FC,30,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,56,Psychomyiidae,2,SC,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,57,Rhyacophilidae,0,P,9,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Tri,Trichoptera,58,Sericostomatidae,3,SH,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Dip,Diptera,72,Chironomidae,6,CG,34,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Dip,Diptera,75,Empididae,6,P,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Dip,Diptera,78,Simuliidae,6,FC,78,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Meg,Megaloptera,88,Corydalidae,0,P,1,
2117,282,11/15/09,,North Fork Deer Creek,,5/27/10,Col,Coleoptera,106,"Elmidae (A,L)",4,CG,75,
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Ord,Order,1,Acari,5,P,17,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Ord,Order,13,Oligochaeta,8,CG,5,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Eph,Ephemeroptera,19,Baetidae,4,CG,93,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,91,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Eph,Ephemeroptera,25,Leptohyphidae,4,CG,8,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Ple,Plecoptera,31,Chloroperlidae,1,P,62,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Ple,Plecoptera,35,Perlidae,1,P,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Tri,Trichoptera,47,Hydropsychidae,4,FC,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Tri,Trichoptera,49,Lepidostomatidae,1,SH,9,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Tri,Trichoptera,51,Limnephilidae,4,SH,3,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Tri,Trichoptera,53,Philopotamidae,3,FC,6,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Tri,Trichoptera,55,Polycentropodidae,6,P,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Tri,Trichoptera,60,Unknown,,,0,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Dip,Diptera,70,Blephariceridae,0,SC,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Dip,Diptera,72,Chironomidae,6,CG,52,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Dip,Diptera,78,Simuliidae,6,FC,40,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Dip,Diptera,80,Tabanidae,8,P,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Meg,Megaloptera,88,Corydalidae,0,P,3,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Meg,Megaloptera,89,Sialidae,4,P,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Odo,Odonata,95,Coenagrionidae,9,P,2,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Odo,Odonata,98,Gomphidae,4,P,1,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Col,Coleoptera,106,"Elmidae (A,L)",4,CG,78,11
3644,394,6/23/14,14688,Oregon Creek: Reference Site,,2/22/17,Col,Coleoptera,112,Psephenidae (L),4,SC,5,11
23,57,10/10/02,02fdc01-a,Site 01,,10/10/05,,,114,Extras,,,37,18
700,9,11/22/00,00fdc01-1,Site 01,,8/18/05,,,114,Extras,,,13,6
43,131,6/16/04,04sdc01-a,Site 01,,2/27/07,Ord,Order,1,Acari,5,P,4,8
2308,368,6/30/11,,Site 01,,2/13/13,Ord,Order,1,Acari,5,P,3,11
718,155,6/23/05,,Site 01,,6/24/08,Ord,Order,1,Acari,5,P,5,8
3009,395,6/19/14,14661,Site 01,,2/22/17,Ord,Order,1,Acari,5,P,7,11
47,142,10/14/04,04fdc01-a,Site 01,,3/8/07,Ord,Order,1,Acari,5,P,5,8
47,142,10/14/04,04fdc01-a,Site 01,,3/8/07,Ord,Order,1,Acari,5,P,0,8
2376,351,10/26/11,,Site 01,,2/6/13,Ord,Order,1,Acari,5,P,6,11
3077,406,10/14/14,141296,Site 01,,5/11/17,Ord,Order,1,Acari,5,P,38,11
1412,263,6/14/07,,Site 01,,3/26/10,Ord,Order,1,Acari,5,P,8,
869,170,10/13/05,,Site 01,,6/24/08,Ord,Order,1,Acari,5,P,2,8
2138,304,6/17/10,,Site 01,,8/4/11,Ord,Order,1,Acari,5,P,7,11
